id,addtime,title,imgurl,jiage,qipi,turnover,xunjia,seller,address,pingjia,leibie,city,tags,xqurl
898,2026-04-29 10:38:27,每天现杀新鲜,"https://image.cnhnb.com/image/jpg/head/2021/10/20/737f3ab3e12b4a508d589426065cba91.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",12.5,100斤起批,0,4,鹅系列,重庆市重庆市铜梁区,0,禽畜肉蛋,重庆市,包邮,https://www.cnhnb.com/gongying/6719553/
917,2026-04-29 10:38:20,新鲜冷冻优质6只7只净膛二光鹅白条鹅红烧鹅盐水鹅毛重整箱40,"https://image.cnhnb.com/image/jpeg/head/2023/01/03/0e63bd073b8a4681a9b9686fa2fb25d9.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",420.0,500件起批,0,111,柏俊峰的店,湖北省恩施土家族苗族自治州恩施市,0,禽畜肉蛋,恩施市,包邮,https://www.cnhnb.com/gongying/7535176/
922,2026-04-29 10:38:23,类 新鲜,"https://image.cnhnb.com/image/jpeg/head/2020/01/20/b3922c1e419d43d1a3bd1b5872cd0a92.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",20.0,1斤起批,0,4,丁瑞文的店,安徽省六安市裕安区,0,禽畜肉蛋,六安,包邮,https://www.cnhnb.com/gongying/5021024/
926,2026-04-29 10:38:25,鹅胗  仔鹅胗   中鹅胗  老鹅胗,"https://image.cnhnb.com/image/jpg/head/2023/03/01/43ddedcc1d0042f4bf74e6e0facaa6d3.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",292.0,1箱起批,2,795,东徽禽业,山东省济南市历城区,2,禽畜肉蛋,济南,货版一致,https://www.cnhnb.com/gongying/7605706/
936,2026-04-29 10:38:24,新鲜冷冻鹅胗干净个大饱满 大鹅胗营养丰富批发,"https://image.cnhnb.com/image/jpg/head/2021/10/17/ce96ab6fd9d74351b4d6a14d1350c2d8.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",6.0,1件起批,8,27198,南北生鲜产地供应链,江苏省南京市六合区,8,禽畜肉蛋,南京,货版一致,https://www.cnhnb.com/gongying/6710976/
938,2026-04-29 10:38:30,生抠免洗鹅肠,"https://image.cnhnb.com/change/image/tos/pro/jpg/details/2024/12/20/19f458b8866b4cc88c5dd660a461a9c7.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",180.0,10件起批,0,3264,济南嘉信食品,山东省济南市历城区,0,禽畜肉蛋,济南,货版一致,https://www.cnhnb.com/gongying/8455691/
941,2026-04-29 10:38:20,二节鹅掌，大小均匀，质量好价格低,"https://image.cnhnb.com/image/jpeg/head/2021/03/04/4667c16be419415791e055ee8da4e6e9.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",320.0,5箱起批,2,3264,济南嘉信食品,山东省济南市历城区,2,禽畜肉蛋,济南,货版一致,https://www.cnhnb.com/gongying/6175491/
951,2026-04-29 10:38:22,新鲜鹅肝现杀鹅肝去苦胆鹅心肝鹅内脏鲜货速冻火锅饭店食材,"https://image.cnhnb.com/image/jpg/2023/06/02/f770c64cb88e4cb18214ad3d5cb623d2.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",3.0,1件起批,1,10550,华东生鲜产地供应链,江苏省南京市江宁区,1,禽畜肉蛋,南京,货版一致,https://www.cnhnb.com/gongying/7764620/
953,2026-04-29 10:38:20,酱鹅肝法式风味香辣小包即食酱鹅肉熟食五香卤味老乡网红零食小吃,"https://image.cnhnb.com/change/image/tos/pro/jpeg/details/2024/02/26/0c2e6b79a80d4137a500560a9de00624.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",0.8,1包起批,3,4163,华南生鲜产地供应链,河南省郑州市中原区,2,禽畜肉蛋,郑州,货版一致,https://www.cnhnb.com/gongying/8146911/
954,2026-04-29 10:38:23,新鲜脆嫩鹅肠冰鲜鹅肠重庆荣昌火锅食材商用批发水发鹅肠,"https://image.cnhnb.com/image/jpg/2023/05/28/d7ccf3f01b2243039421b19de0690e4f.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",6.0,1件起批,1,10550,华东生鲜产地供应链,重庆市重庆市南岸区,1,禽畜肉蛋,重庆市,货版一致,https://www.cnhnb.com/gongying/7750914/
956,2026-04-29 10:38:29,新鲜冷冻鹅食带鹅肠鹅食管鹅肚顶鹅杂鹅腺胃饭店食材整箱包邮批发,"https://image.cnhnb.com/image/jpg/head/2023/03/07/53a4c44f7bc5474d9a4460fec5ef6eb2.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",8.0,1件起批,1,10550,华东生鲜产地供应链,山东省潍坊市潍城区,1,禽畜肉蛋,潍坊,货版一致,https://www.cnhnb.com/gongying/7616534/
958,2026-04-29 10:38:20,新鲜鹅胗大号鹅肫生鲜大鹅肾农家散养鹅胃鹅内脏冷冻卤菜饭店食材,"https://image.cnhnb.com/image/jpg/2023/07/14/7b279bd7baeb44e19db20aa0319f2170.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",6.0,1件起批,0,78247,亿达生鲜产地供应链,江苏省南京市江宁区,0,禽畜肉蛋,南京,货版一致,https://www.cnhnb.com/gongying/7837076/
959,2026-04-29 10:38:26,大包水发火锅鹅肠火锅食材冰鲜麻辣烫冷冻半成品餐饮商用爽脆鹅肠,"https://image.cnhnb.com/image/png/head/2020/06/07/f81f4b20dfbc449eb40fa08f3a7b59a3.png?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",8.0,1件起批,20,78240,亿达生鲜产地供应链,重庆市重庆市渝中区,19,禽畜肉蛋,重庆市,货版一致,https://www.cnhnb.com/gongying/5500124/
965,2026-04-29 10:38:27,老乡鲍汁鸡肝香辣味28克卤味即食鸡肝肉类休闲熟食真空小包装包,"https://image.cnhnb.com/change/image/tos/pro/jpg/details/2024/11/02/a606b8a8dd244434abf74174acb81379.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",0.98,20包起批,0,464,小妮儿食品店,山东省聊城市东昌府区,0,禽畜肉蛋,聊城,部分包邮,https://www.cnhnb.com/gongying/8410993/
979,2026-04-29 10:38:30,精选鹅掌鹅翅新鲜黑棕鹅农家散养鹅翼生鲜大鹅翅二节翅卤味食,"https://image.cnhnb.com/change/image/tos/pro/jpg/head/2025/05/18/951ed1baea414fcd9f5c55872fb4b1f2.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",33.5,50斤起批,0,196,润记生鲜,广东省佛山市南海区,0,禽畜肉蛋,佛山,货版一致,https://www.cnhnb.com/gongying/8561308/
1002,2026-04-29 10:38:22,【即食清酒鹅肝】清酒鹅肝,"https://image.cnhnb.com/image/jpg/head/2023/12/08/39c12dd6698c4131bbcaabd52ad7c8a0.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",9.99,1斤起批,0,72,布衣生鲜行,浙江省湖州市长兴县,0,禽畜肉蛋,长兴县,货版一致,https://www.cnhnb.com/gongying/8079692/
1041,2026-04-29 10:38:20,新鲜鹅头生冷冻农家散养大鹅头现杀鹅仔鹅头非老鹅,"https://image.cnhnb.com/image/jpg/head/2023/12/08/019ec842c44947788131ef034734f33e.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",4.99,1件起批,2,72,布衣生鲜行,浙江省湖州市长兴县,2,禽畜肉蛋,长兴县,货版一致,https://www.cnhnb.com/gongying/8079474/
1077,2026-04-29 10:38:27,优质鹅掌 广东佛山直发 高品质禽畜肉蛋类产品,"https://image.cnhnb.com/change/image/tos/pro/jpg/details/2025/06/04/af2151d2207c4fccb07bacc0e8d494ef.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",25.0,100斤起批,0,82,黑棕鹅乳鸽鸡批发,广东省佛山市南海区,0,禽畜肉蛋,佛山,包邮,https://www.cnhnb.com/gongying/8574356/
1078,2026-04-29 10:38:22,【即食红酒鹅肝】法式红酒鹅肝,"https://image.cnhnb.com/image/jpg/head/2023/12/08/065c87d6032142389f2233328869d8cd.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",9.95,1斤起批,0,72,布衣生鲜行,浙江省湖州市长兴县,0,禽畜肉蛋,长兴县,货版一致,https://www.cnhnb.com/gongying/8079687/
1089,2026-04-29 10:38:27,大鹅肝法式鹅肝无淤血批发量大150元一公斤包邮,"https://image.cnhnb.com/image/jpeg/head/2019/05/25/26c98ad57d1d432f9109af9525515a0d.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",230.0,1个起批,4,3699,广州市荔湾区浪鑫食品店,广东省广州市荔湾区,4,禽畜肉蛋,广州,货版一致,https://www.cnhnb.com/gongying/4215051/
1096,2026-04-29 10:38:26,-鹅肝（粉肝）-约500g/套【仅配送海南海口区域】,"https://image.cnhnb.com/image/jpg/head/2022/01/22/c087cc8bb34b4effa634ae99a23d2c55.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",50.0,1个起批,0,744,优品良禽,海南省海口市美兰区,0,禽畜肉蛋,海口,货版一致,https://www.cnhnb.com/gongying/6921589/
1097,2026-04-29 10:38:22,鹅肝,"https://image.cnhnb.com/image/jpeg/head/2020/03/29/81d0f400e05548fb8b1cef20d75eb2bf.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",3.0,50斤起批,3,349,佛山华军海鹏农业科技有限公司,广东省佛山市南海区,3,禽畜肉蛋,佛山,货版一致,https://www.cnhnb.com/gongying/4520115/
1103,2026-04-29 10:38:24,新鲜鹅肠,"https://image.cnhnb.com/image/jpeg/head/2019/07/15/eac8313292d341428f50b49d05123ca4.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",15.0,100斤起批,0,57,博罗县湖镇镇霖瑜农副产品店,广东省惠州市博罗县,0,禽畜肉蛋,博罗县,部分包邮,https://www.cnhnb.com/gongying/4384109/
1104,2026-04-29 10:38:26,鹅掌翅,"https://image.cnhnb.com/image/png/head/2020/02/24/49dace3dde4d4ceaa7dc1413e4507286.png?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",30.0,30斤起批,0,373,张敏的店,广东省佛山市南海区,0,禽畜肉蛋,佛山,货版一致,https://www.cnhnb.com/gongying/5073451/
1115,2026-04-29 10:38:27,鹅脚  鹅掌亦,"https://image.cnhnb.com/image/png/head/2019/12/29/b68df9bda12440f6bf19107d019603bf.png?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",28.0,50斤起批,1,349,佛山华军海鹏农业科技有限公司,广东省佛山市南海区,1,禽畜肉蛋,佛山,货版一致,https://www.cnhnb.com/gongying/4977970/
1126,2026-04-29 10:38:30,新鲜鹅掌翅,"https://image.cnhnb.com/image/png/head/2020/02/24/b56464f83f06445a9773a6afaab6c34c.png?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",30.0,30斤起批,0,373,张敏的店,广东省佛山市南海区,0,禽畜肉蛋,佛山,货版一致,https://www.cnhnb.com/gongying/5071747/
1132,2026-04-29 10:38:25,红酒鹅肝，法式鹅肝，红酒蓝莓肥肝,"https://image.cnhnb.com/change/image/tos/pro/jpg/details/2025/06/26/9bfe28255e6e4d5b9aa5eccd35119eab.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",76.0,30斤起批,0,20,旭娜法式鹅肝,安徽省合肥市肥东县,0,禽畜肉蛋,肥东县,包邮,https://www.cnhnb.com/gongying/8592980/
1147,2026-04-29 10:38:20,鹅胗  鹅肾，鹅杂,"https://image.cnhnb.com/image/jpg/head/2022/03/13/ecdfdc2dca664f0881c255510dfca624.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",16.0,100斤起批,0,1015,谢鲜生新鲜鸡鸭鹅乳鸽批发,广东省广州市番禺区,0,禽畜肉蛋,广州,货版一致,https://www.cnhnb.com/gongying/6203681/
1150,2026-04-29 10:38:24,鹅板油,"https://image.cnhnb.com/change/image/tos/pro/jpg/details/2024/07/22/94c0a67727214abaa370cf47369e1a73.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",5.5,60斤起批,0,2099,济南东徽鹅业,河南省开封市尉氏县,0,禽畜肉蛋,尉氏县,货版一致,https://www.cnhnb.com/gongying/8320852/
1151,2026-04-29 10:38:25,鹅肝 新鲜鹅白肝红肝。,"https://image.cnhnb.com/image/png/head/2021/12/11/f163b1e7fe5d44c586a4ee27ec1ed05b.png?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",4.0,30斤起批,5,310,生鲜冷冻鸡鸭鹅批发,广东省佛山市南海区,5,禽畜肉蛋,佛山,货版一致,https://www.cnhnb.com/gongying/6841896/
1152,2026-04-29 10:38:24,鹅脖,"https://image.cnhnb.com/change/image/tos/pro/jpeg/details/2024/08/24/bd70cf79e64249d59d96b6efe372f6aa.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",300.0,5件起批,0,2099,济南东徽鹅业,山东省济南市历城区,0,禽畜肉蛋,济南,货版一致,https://www.cnhnb.com/gongying/8349577/
1153,2026-04-29 10:38:29,鹅板油、鹅肠油几十吨,"https://image.cnhnb.com/transcode/video/mp4/head/2023/04/18/d9032be914c240478bbaef4635caaef0.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",4200.0,6吨起批,0,2099,济南东徽鹅业,河南省开封市尉氏县,0,禽畜肉蛋,尉氏县,货版一致,https://www.cnhnb.com/gongying/7693006/
1154,2026-04-29 10:38:29,老鹅头整箱20斤江浙沪皖包邮东北老鹅头新鲜冷冻,"https://image.cnhnb.com/image/png/head/2020/12/18/f6f9f42f52b94282aa68e7e6c94a115f.png?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",345.0,1箱起批,0,2752,四季鲜冷冻食品,江苏省南京市江宁区,0,禽畜肉蛋,南京,货版一致,https://www.cnhnb.com/gongying/6036003/
1156,2026-04-29 10:38:24,新鲜鹅掌亦    卤水专用,"https://image.cnhnb.com/image/jpg/head/2021/11/16/eecf09957a144f5d879e92ea76a5f463.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",33.0,30斤起批,0,310,生鲜冷冻鸡鸭鹅批发,广东省佛山市南海区,0,禽畜肉蛋,佛山,货版一致,https://www.cnhnb.com/gongying/6782568/
1168,2026-04-29 10:38:26,潮汕狮头鹅 鹅翅 鹅掌,"https://video.cnhnb.com/change/video/tos/pro/mp4/details/2026/01/03/c33031ce1bc04e71b2d25f603e8e4e26.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",15.0,50斤起批,0,0,鹅八哥潮汕狮头鹅,广东省揭阳市惠来县,0,禽畜肉蛋,惠来县,部分包邮,https://www.cnhnb.com/gongying/8727137/
1169,2026-04-29 10:38:20,烟熏腊鹅翅,"https://image.cnhnb.com/image/jpeg/head/2019/12/25/7dd4ce5c1927401dadbf6feae00e43df.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",38.0,120斤起批,0,72,全林香的店,湖南省衡阳市衡南县,0,禽畜肉蛋,衡南县,包邮,https://www.cnhnb.com/gongying/4964078/
1189,2026-04-29 10:38:24,广东佛山新鲜,"https://image.cnhnb.com/change/image/tos/pro/jpeg/details/2025/04/20/038a4a547b7c473691be5db5a91fec4d.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",28.0,30斤起批,0,8,三鸟批发,广东省佛山市南海区,0,禽畜肉蛋,佛山,包邮,https://www.cnhnb.com/gongying/8538429/
1238,2026-04-29 10:38:26,鹅胗新鲜冷冻大鹅肫鹅郡腌制卤味饭店食材整箱30斤6板,"https://image.cnhnb.com/change/image/tos/pro/jpg/details/2024/05/11/500b70e1810042c8bc13fda7105603a1.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",610.0,1箱起批,0,5102,南京道胜食品有限公司,江苏省南京市江宁区,0,禽畜肉蛋,南京,货版一致,https://www.cnhnb.com/gongying/8242363/
1242,2026-04-29 10:38:20,冷冻新鲜鹅肠 24斤 生鹅肠 大鹅肠 九尺肠 火锅适用,"https://image.cnhnb.com/image/4509345/jpeg/head/2020/07/10/afb9222e287943e7bc94914ca78b7141.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",240.0,1箱起批,0,5102,南京道胜食品有限公司,江苏省南京市江宁区,0,禽畜肉蛋,南京,货版一致,https://www.cnhnb.com/gongying/5607863/
1244,2026-04-29 10:38:29,新鲜冷冻鹅心肝 大鹅肝 生鹅肝  30斤一箱江浙沪皖,"https://image.cnhnb.com/image/jpeg/head/2020/01/09/06751bf540c4472fbfe91f4a82973566.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",120.0,1箱起批,2,5102,南京道胜食品有限公司,江苏省南京市江宁区,2,禽畜肉蛋,南京,货版一致,https://www.cnhnb.com/gongying/5005580/
1245,2026-04-29 10:38:23,工厂直销鹅农场散养老鹅现杀鲜生鹅肠火锅新鲜大肠鲜鹅肠大量批发,"https://image.cnhnb.com/change/image/tos/pro/jpg/head/2024/09/12/ee5e81c14fb64bec9968b1bd51cda65f.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",14.0,50斤起批,0,57,火锅鲜货食材批发配送,广东省佛山市南海区,0,禽畜肉蛋,佛山,包邮,https://www.cnhnb.com/gongying/8366745/
1248,2026-04-29 10:38:20,冷冻新鲜鹅翅大鹅翅二节翅20斤,"https://image.cnhnb.com/image/jpeg/head/2020/06/28/4e03c22c09114750b6171d7b3e924e50.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",310.0,1箱起批,6,5102,南京道胜食品有限公司,江苏省南京市江宁区,6,禽畜肉蛋,南京,货版一致,https://www.cnhnb.com/gongying/5569575/
1253,2026-04-29 10:38:30,胜缘清汤鹅杂鹅块 酒店大排档新品半成品食材鹅杂汤调理特色菜,"https://image.cnhnb.com/change/image/tos/pro/jpg/details/2024/04/26/21a1753a2d6e414496bcf64b76a72f55.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",265.0,1箱起批,0,5102,南京道胜食品有限公司,江苏省南京市江宁区,0,禽畜肉蛋,南京,货版一致,https://www.cnhnb.com/gongying/8225579/
1271,2026-04-29 10:38:29,全国批发：黑棕鹅白肝,"https://image.cnhnb.com/change/image/tos/pro/jpg/details/2025/04/06/89b40507f34d4838959b6b14f8c8e08a.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",12.5,5斤起批,0,2,全国鹅杂批发,广东省佛山市南海区,0,禽畜肉蛋,佛山,包邮,https://www.cnhnb.com/gongying/8526554/
1304,2026-04-29 10:38:23,发酵牧草生态鹅头3只装,"https://image.cnhnb.com/image/jpeg/head/2019/12/03/7bfa9dcbb6c54ceeb9c5e603dd554a44.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",41.5,1包起批,0,67,贵州黔旭农业发展有限责任公司,安徽省亳州市蒙城县,0,禽畜肉蛋,蒙城县,包邮,https://www.cnhnb.com/gongying/4897491/
1312,2026-04-29 10:38:20,发酵牧草生态鹅翅1对装,"https://image.cnhnb.com/image/jpeg/head/2019/12/03/6e0acb4ee6384215a36ddf690f210f34.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",24.0,1包起批,0,67,贵州黔旭农业发展有限责任公司,安徽省亳州市蒙城县,0,禽畜肉蛋,蒙城县,包邮,https://www.cnhnb.com/gongying/4897466/
1334,2026-04-29 10:38:25,鹅掌,"https://image.cnhnb.com/change/image/tos/pro/jpeg/details/2025/09/01/cee921fc0d3746e1b7943e91d0fca9c3.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",28.0,50斤起批,0,31,新鲜直达配送,广东省佛山市南海区,0,禽畜肉蛋,佛山,包邮,https://www.cnhnb.com/gongying/8643508/
1354,2026-04-29 10:38:30,憨罗鹅肠冷冻新鲜鹅肠 新鲜九尺鹅肠鲜鹅肠冻鹅肠火锅店食材,"https://image.cnhnb.com/image/jpeg/head/2020/09/17/c8673f26f66d479f8660e73962b1430b.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",330.0,1箱起批,0,501,奋竞冷冻食品批发,江苏省南京市江宁区,0,禽畜肉蛋,南京,货版一致,https://www.cnhnb.com/gongying/5798206/
1373,2026-04-29 10:38:26,鹅掌翅,"https://image.cnhnb.com/change/image/tos/pro/jpg/details/2024/10/08/98ccd87da4b645ad811eddfee77e5f96.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",35.0,10斤起批,0,0,丰燕烧腊,广东省深圳市龙岗区,0,禽畜肉蛋,深圳,包邮,https://www.cnhnb.com/gongying/8386705/
1374,2026-04-29 10:38:20,鹅掌，鹅翅膀，,"https://image.cnhnb.com/image/jpeg/head/2021/11/04/22ea8dc957ba48f19b351c1f8641f51a.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",26.0,100斤起批,0,271,陈记生鲜,广东省佛山市南海区,0,禽畜肉蛋,佛山,包邮,https://www.cnhnb.com/gongying/6756507/
1385,2026-04-29 10:38:29,鹅掌  鹅爪 二节爪鹅脚冷冻鹅爪,"https://image.cnhnb.com/transcode/video/mp4/head/2020/09/15/89f57945e2e24177834dbffb40ca0860.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",690.0,1箱起批,1,501,奋竞冷冻食品批发,江苏省南京市江宁区,1,禽畜肉蛋,南京,货版一致,https://www.cnhnb.com/gongying/5793057/
1429,2026-04-29 10:38:30,批发鹅肠，批发鹅产品，批发黑棕鹅，批发东北鹅肠，批发九尺鹅,"https://image.cnhnb.com/image/jpeg/head/2019/09/21/aa5f9ec154b34cdc8922e4009c4fc639.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",390.0,1箱起批,0,1046,济宁汇品食品有限公司,山东省济宁市任城区,0,禽畜肉蛋,济宁,包邮,https://www.cnhnb.com/gongying/4622639/
1433,2026-04-29 10:38:25,鹅肠批发 火锅鹅肠 去油鹅肠,"https://image.cnhnb.com/change/image/tos/pro/jpeg/details/2025/02/12/3f15fbd40a3d41ddb0c709fce857383f.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",240.0,5箱起批,0,2,批发老鹅鹅副产品,山东省济南市历城区,0,禽畜肉蛋,济南,包邮,https://www.cnhnb.com/gongying/8480846/
1439,2026-04-29 10:38:24,鹅胗  鹅肾,"https://image.cnhnb.com/image/png/head/2020/12/10/2b59ce52c7f64223ae7ebeabea8213dc.png?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",17.0,10斤起批,12,1213,发记生鲜批发,广东省佛山市南海区,12,禽畜肉蛋,佛山,货版一致,https://www.cnhnb.com/gongying/6016915/
1441,2026-04-29 10:38:24,成都鹅肠批发，四川鹅肠批发，全国配送鹅肠批发,"https://image.cnhnb.com/image/jpeg/head/2019/09/18/3ce8518abc9c43baadb8cd28136b5138.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",3.5,120个起批,0,1046,济宁汇品食品有限公司,山东省济宁市任城区,0,禽畜肉蛋,济宁,包邮,https://www.cnhnb.com/gongying/4610909/
1485,2026-04-29 10:38:29,批发鹅翅。广东东莞市区免费送货,"https://image.cnhnb.com/image/jpeg/head/2019/08/16/16dfba26127a48608163c6355dac8b13.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",440.0,1箱起批,0,6,张枫华的店,广东省东莞市东莞市,0,禽畜肉蛋,东莞市,部分包邮,https://www.cnhnb.com/gongying/4491592/
1557,2026-04-29 10:38:25,鹅肠,"https://image.cnhnb.com/image/jpeg/head/2019/01/07/a8813484c44f4e9e86d7437a613f3f6b.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",27.0,30斤起批,0,79,庞锐剑的店,广东省阳江市阳东区,0,禽畜肉蛋,阳江,包邮,https://www.cnhnb.com/gongying/3813890/
1571,2026-04-29 10:38:25,新鲜黑棕鹅生鹅肠非免洗生鲜九尺大鹅肠火锅卤水烧烤商用500g,"https://image.cnhnb.com/change/image/tos/pro/jpg/details/2025/06/23/ff6c6dae5ae94b70ac874dbdcf6f3443.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",36.5,1斤起批,0,0,励志鲜生供应链,广东省佛山市南海区,0,禽畜肉蛋,佛山,包邮,https://www.cnhnb.com/gongying/8590736/
1622,2026-04-29 10:38:23,鹅肝 法式鹅厂 鹅肥肝 整肝800-1000克,"https://image.cnhnb.com/image/jpeg/head/2020/08/11/028a2035412d48b1a1c0124e5863cd10.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",165.0,1个起批,0,1,法兰德法式鹅肝,安徽省六安市霍邱县,0,禽畜肉蛋,霍邱县,包邮,https://www.cnhnb.com/gongying/5697169/
1683,2026-04-29 10:38:24,大鹅翅,"https://image.cnhnb.com/change/image/tos/pro/jpg/details/2025/04/24/dfd47b894a524a079b2281b5ecc1c87a.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",29.0,30斤起批,0,0,宋雪的店,江苏省南京市江宁区,0,禽畜肉蛋,南京,包邮,https://www.cnhnb.com/gongying/8542277/
